36.46 9.133 36.1877 9.52889
52.675 45.443 52.3814 45.8199
93.173 56.806 92.7974 56.2888
76.705 1.891 76.1903 2.17029
87.598 53.156 87.6423 53.1399
81.043 18.842 81.1189 19.2242
7.677 81.527 8.58512 80.8301
89.391 78.448 88.598 77.9168
1.984 37.838 2.64304 38.1405
75.271 0.623 75.1427 0.74323
61.755 77.093 61.324 76.8188
50.95 31.594 51.1422 31.6453
87.631 37.099 87.2799 37.1558
54.274 66.798 53.9024 66.9608
86.191 76.922 85.3817 77.1195
33.428 8.21 33.364 8.20216
67.623 81.016 67.411 80.775
51.22 58.651 51.4466 58.9362
57.797 96.47 57.5526 95.8981
17.693 11.187 18.3688 11.8863
95.489 90.428 94.673 90.2099
12.699 0.409 12.5725 0.59786
58.678 37.496 58.118 37.5858
78.534 44.223 78.0366 44.6341
52.597 72.842 52.3373 72.8971
46.804 19.7 46.7831 20.2314
96.609 75.684 96.109 75.7961
13.404 84.605 13.2881 84.6998
67.008 79.997 66.4811 79.8075
90.828 77.441 90.2858 77.6109
88.482 44.517 87.7602 44.4967
47.985 3.113 48.1136 3.87413
18.25 52.512 18.9663 52.2957
94.263 38.802 94.2509 39.3254
33.772 53.281 34.1364 53.7192
76.809 75.194 76.1318 75.296
17.464 1.977 17.7084 2.2536
37.823 41.872 37.5832 41.8341
29.978 2.101 29.917 2.1171
22.106 52.543 22.3795 52.9001
77.383 5.9 76.729 6.3888
34.192 45.681 34.4382 45.8093
6.993 81.893 7.32623 81.6595
19.116 89.228 19.1012 88.5434
11.575 15.891 12.4519 16.4137
81.18 64.222 80.6975 64.3173
82.348 72.126 82.1825 71.7635
61.036 41.5 61.2406 41.859
27.431 4.474 27.7577 4.94335
63.021 18.089 62.6693 18.3606
64.299 74.283 64.0697 74.1582
61.829 85.444 61.3922 84.8975
2.333 0.918 3.26112 1.89957
20.494 60.409 21.2247 60.3645
54.687 43.913 54.5899 43.7807
20.081 21.58 19.9301 21.5738
57.456 91.482 57.2971 91.2213
35.57 58.67 35.6063 58.1172
28.552 9.16 28.7109 9.99434
92.128 60.593 92.0679 60.0018
68.67 84.457 68.1129 83.6721
1.307 39.116 2.15961 38.7399
92.429 88.672 92.1668 88.4402
7.634 9.298 7.56091 9.73169
78.976 65.402 78.7321 65.5464
72.675 25.331 72.2035 25.216
48.295 46.759 47.9129 46.7956
85.84 1.005 85.8032 1.95927
1.946 92.962 1.98962 92.0703
19.026 27.667 19.283 28.0397
15.112 48.716 15.6105 48.7631
35.68 39.412 36.0452 39.7426
30.614 10.658 31.2186 11.2923
23.906 65.134 24.0353 64.5088
84.926 4.182 84.1329 4.56622
47.973 50.169 48.4738 50.2748
91.266 75.042 91.0672 75.2627
2.921 26.429 2.9101 26.2454
15.464 11.435 16.0659 12.2589
12.88 59.261 12.8737 59.2676
6.587 25.603 6.93358 26.2954
35.35 1.7 35.9699 2.44536
86.197 40.513 86.2029 40.1446
20.848 42.333 21.6243 42.474
57.626 46.822 57.5139 47.1149
30.208 41.726 30.0044 41.4456
69.814 18.045 70.0089 18.5954
30.229 14.122 30.7508 14.423
59.011 97.762 58.9236 97.682
72.481 26.128 72.2112 26.1287
96.049 1.693 96.029 2.57803
9.787 52.112 9.77383 52.3863
86.891 9.578 86.9024 9.48823
20.201 47.264 20.6432 47.7253
9.843 57.09 10.2522 57.1785
89.292 73.575 89.0883 73.6486
24.041 76.352 24.5693 76.1308
48.105 41.438 47.6975 41.5503
50.762 75.16 50.3855 74.4178
76.397 10.119 76.5983 10.107
11.592 89.627 12.2213 88.9493
58.546 24.079 58.845 24.2343
5.65 92.722 6.04592 92.6656
23.023 48.896 23.364 49.2599
21.836 92.051 21.6563 91.5389
5.382 10.516 5.85796 10.9838
11.449 4.257 11.8354 4.93918
49.423 34.609 48.9638 34.6294
91.56 50.493 91.5062 50.9116
1.535 28.996 1.75901 29.4225
10.157 77.738 10.3001 77.3923
59.16 51.452 59.337 51.6591
80.358 74.052 80.0606 74.1298
5.926 57.587 6.72849 57.5623
82.865 12.406 82.7465 12.2835
3.18 29.134 3.81964 29.1429
43.384 27.33 43.0744 27.191
10.494 41.603 11.2096 41.4471
14.833 1.388 14.9059 1.72704
76.193 42.12 76.1178 42.2255
32.988 14.364 33.0335 14.965
72.988 73.195 72.4319 73.0197
68.551 87.046 68.4239 86.5203
53.565 96.226 53.9525 96.0165
68.696 33.617 68.3698 33.9887
66.255 39.745 65.6062 39.7555
66.751 21.945 66.1723 22.3431
1.918 21.724 2.10488 21.8812
39.982 29.395 40.1065 29.8932
39.71 72.706 40.0102 72.6109
12.304 73.336 12.3497 72.6307
21.649 17.08 21.6026 17.4378
31.289 90.116 31.4198 89.294
13.699 53.529 14.2048 53.8358
96.975 34.041 96.373 34.4135
4.565 12.477 4.77764 13.3174
83.749 68.785 83.6002 68.9059
52.461 58.318 52.6203 58.1951
75.975 27.628 75.5322 27.4177
14.841 47.262 14.9322 47.7341
33.058 26.095 32.8988 26.7079
86.381 47.847 85.734 48.1413
10.27 20.774 10.3983 20.7324
26.502 80.449 26.3455 79.9028
87.956 21.52 87.7415 21.9306
79.253 34.595 79.0909 34.4996
3.598 80.7 3.9671 80.3314
75.634 78.434 75.358 78.3656
38.77 2.817 38.7998 3.68963
61.235 83.417 61.3805 83.1894
86.144 40.571 85.5202 40.7501
10.524 49.046 11.2638 49.2597
10.465 69.299 10.3934 69.0329
73.229 27.513 72.8324 27.5519
21.839 60.755 22.2001 60.218
47.934 16.088 47.7476 16.5844
99.666 9.297 98.721 9.22648
93.353 6.329 93.1318 6.82182
41.215 98.824 41.2632 98.5355
68.714 53.503 68.6029 53.5103
60.096 37.175 60.3928 37.0488
41.239 57.02 41.1167 57.2819
26.787 26.194 27.0124 25.998
10.954 23.3 11.462 23.7706
25.887 80.319 25.7563 79.9207
80.844 16.127 80.4786 16.6567
2.91 54.292 3.38896 54.6625
43.881 86.397 44.2756 86.199
87.217 91.457 86.496 90.6347
67.481 13.112 67.7021 13.2964
7.058 58.142 7.20123 58.2539
30.7 80.5 31.2717 80.4389
57.728 86.727 57.9962 86.5063
9.773 62.38 10.4793 62.6865
44.489 10.261 44.9868 11.0092
13.585 84.176 14.1323 83.8871
98.167 34.877 97.9387 34.7381
42.232 85.431 41.8311 84.8316
53.237 62.75 53.4785 62.7502
79.027 11.254 79.1239 11.9149
85.724 47.974 85.6408 47.7799
29.172 19.794 29.1773 20.0726
31.398 40.481 31.6745 40.4918
86.731 4.694 85.9075 5.4096
43.499 49.031 43.5973 49.499
45.65 96.368 45.5786 95.8675
3.646 33.258 4.4778 33.8711
70.277 24.065 69.7727 24.6863
69.563 16.937 69.7221 16.9543
6.141 91.822 6.38994 91.0947
28.951 99.856 28.9099 99.7064
42.742 45.775 43.0251 45.8176
30.061 34.071 29.7694 34.5583
36.658 87.69 36.5651 87.4217
76.437 21.82 75.867 21.9754
65.489 20.19 65.2631 20.4256
5.82 87.006 6.4279 86.4421
11.01 92.799 11.8394 92.281
21.339 69.911 21.4097 69.5049
63.319 54.785 63.2731 54.9844
6.895 95.678 7.55328 94.8032
96.903 10.68 96.0246 11.0132
38.017 71.106 38.5744 70.6857
94.199 17.469 93.2855 17.6823
94.531 71.429 94.0471 71.0513
82.596 58.588 82.6601 58.7058
91.968 89.018 91.6797 88.4857
6.766 79.219 7.32419 78.8838
74.971 29.291 74.8441 29.5257
79.797 69.79 79.2369 69.2952
57.8 55.656 58.1228 56.0853
43.803 40.173 43.3755 40.2493
54.585 4.927 54.5143 5.6074
23.528 35.743 24.2546 35.4602
15.122 17.388 15.6502 17.4071
74.904 8.308 75.1265 8.54308
70.75 51.601 70.9401 52.0016
14.631 69.816 15.3137 69.8656
99.286 83.013 99.072 82.8502
66.512 24.865 65.9858 25.199
37.954 17.574 38.5738 17.9971
75.652 99.189 75.5124 98.2968
8.96 86.832 9.42736 86.5257
22.558 55.637 23.1484 55.6651
73.567 29.32 73.7497 29.5005
15.772 16.579 16.3486 17.2408
97.466 4.605 96.5689 5.28722
53.875 92.28 53.408 91.5947
92.737 30.943 92.5386 31.6333
25.518 48.417 25.3898 48.4444
99.839 85.283 99.1517 84.8516
59.621 32.782 59.4824 32.9241
86.853 55.204 86.6199 54.7072
46.935 21.134 46.9244 21.0129
72.566 86.412 72.0174 86.3122
28.885 35.219 29.5587 34.8722
25.047 26.518 25.6734 26.3435
89.938 32.19 89.8441 32.591
47.959 26.09 47.9595 26.3329
95.701 63.963 94.812 63.9346
43.172 21.35 42.7595 21.5723
90.534 57.482 89.9792 57.1664
30.101 89.383 29.8393 89.3352
5.664 72.455 5.62551 71.8894
9.717 36.367 10.1789 36.6744
31.63 51.776 32.1333 52.0494
84.344 52.07 84.0621 51.9534
77.344 91.708 77.237 90.8876
83.105 39.756 82.2918 39.5823
72.114 23.807 72.0361 23.5764
97.276 9.628 96.3644 10.0769
66.722 18.661 66.5686 18.6545
99.838 6.091 99.788 6.6296
54.934 92.682 54.4705 92.0806
9.15 24.332 9.93266 24.7592
67.828 23.538 67.9504 23.863
57.938 60.143 57.892 60.4485
89.854 57.225 89.7843 56.6745
45.698 28.37 45.8118 28.301
7.798 20.349 8.48545 20.7212
85.123 80.025 84.9702 79.815
31.61 34.914 32.0404 35.399
1.297 45.861 1.59859 45.8012
19.55 69.666 19.7896 69.8139
6.201 35.051 7.05668 35.2251
99.157 52.045 99.0286 52.2836
50.434 21.665 50.3994 21.471
0.278 7.828 0.83335 8.25928
49.1 58.719 48.7457 59.0205
6.712 91.752 7.37388 90.849
89.432 69.875 89.0465 70.0072
88.977 21.707 88.6331 22.2167
54.019 82.191 53.967 81.8407
2.308 31.554 2.98876 31.6327
35.378 79.888 35.5427 79.3291
21.188 13.174 21.5091 13.7936
75.132 78.672 75.1083 78.2115
34.54 27.034 35.0813 27.2469
34.219 42.939 34.7347 42.9669
44.183 22.412 44.6643 22.4022
89.302 94.069 88.9718 94.057
93.225 23.313 92.9721 23.5385
54.964 86.987 55.1815 86.3997
0.772 4.216 0.7943 4.61471
51.27 64.336 51.0621 63.9458
94.672 0.961 93.9474 1.39986
71.96 32.852 72.2189 32.6461
14.961 76.412 15.4915 76.5528
59.754 44.874 59.6711 44.8488
7.268 87.965 7.386 87.7558
62.191 9.492 62.1998 9.40379
37.639 84.545 38.1508 83.8696
23.926 2.395 24.2595 3.22232
38.073 94.42 38.3839 94.2996
69.54 91.295 68.8819 91.0189
35.515 51.977 36.1293 52.3708
