1.12092 98.8314
1.67099 88.4257
1.76887 4.18838
1.79421 96.5995
2.02258 91.3966
2.16751 88.434
2.17757 88.2283
2.22726 87.2126
2.56324 30.9537
2.91514 26.3303
2.91543 31.6242
3.07197 38.3374
3.51984 38.543
3.55195 45.414
3.68937 45.6121
4.00324 31.75
4.13356 2.82225
4.82024 58.068
5.2937 30.1387
5.30611 67.1961
5.36034 15.6204
5.51171 33.1689
5.90395 58.6412
5.94227 17.9204
5.99528 57.5849
6.11072 36.997
6.1403 73.1082
6.14125 91.8213
6.18118 37.0148
6.29678 19.3215
6.31301 19.3856
6.33163 94.0231
6.38672 19.4152
6.40536 93.099
6.44447 92.6087
6.46133 58.936
6.53075 91.5273
6.5481 36.8041
6.59928 25.6275
6.61854 90.4269
6.64365 29.1822
6.70101 70.4299
6.72714 19.7699
6.7369 19.5558
6.7605 57.2702
6.77796 18.6556
6.78636 58.0094
6.87473 16.534
6.87796 16.4632
6.92055 15.5293
6.94552 57.5556
6.98478 57.4437
7.04549 12.79
7.07339 12.1784
7.09367 57.1333
7.11249 20.1714
7.12242 57.5502
7.13789 12.2417
7.16427 29.5804
7.26916 57.6637
7.27164 88.5189
7.30511 90.9428
7.36203 29.7317
7.44139 57.5404
7.74226 36.2773
7.75946 87.0938
7.87486 35.3916
8.18151 59.0194
8.39083 29.2065
8.39423 29.2133
8.41579 29.2069
8.47351 35.9547
8.53175 58.5846
8.53788 29.5002
8.69506 20.3423
8.95705 92.9377
9.03752 92.8308
9.12092 3.63955
9.15803 35.6528
9.24565 56.2484
9.27677 68.2112
9.34291 92.7782
9.36538 17.8728
9.36974 80.228
9.37499 35.5571
9.42184 57.4794
9.45513 31.3326
9.53627 92.168
9.54541 35.4819
9.63102 24.5946
9.68218 55.9359
9.69827 53.96
9.71226 35.7656
9.78629 35.7806
9.83562 35.8418
9.8373 66.9645
9.90711 55.9765
9.90763 24.5003
10.0041 67.5848
10.0755 37.9971
10.1295 79.6449
10.1499 21.6222
10.2386 68.4571
10.2906 68.6505
10.3946 25.0114
10.463 76.9988
10.5402 56.0908
10.592 63.9973
10.6053 90.7473
10.6935 85.6957
10.6996 66.9856
10.8179 86.1505
10.8535 38.1933
10.8812 82.3112
10.8866 37.1453
10.9492 36.5302
10.9633 62.8965
11.2268 75.1533
11.2942 55.1546
11.3659 57.4196
11.4253 67.0034
11.5745 85.1183
11.6017 92.4295
11.649 92.3811
11.6834 89.3147
11.6907 92.3739
11.7286 89.4799
11.7478 3.76552
11.8458 65.9984
11.8655 36.2038
12.0818 66.0506
12.1246 36.1115
12.1632 36.2644
12.2531 24.5034
12.3902 72.0054
12.5145 65.4224
12.5218 76.4745
12.9668 59.1314
12.9764 57.7681
13.0963 57.3663
13.2898 90.7019
13.3267 56.5937
13.4147 12.2467
13.5294 45.1105
13.8137 39.0931
13.9456 76.0202
14.1577 53.8072
14.4489 72.3423
14.5217 73.3138
14.5414 90.5937
14.6501 75.0291
14.6566 40.6961
14.6835 75.4753
14.7061 75.7776
14.7313 76.1133
14.804 7.02065
14.8435 56.8675
15.0091 48.1326
15.0497 94.8021
15.1219 48.7169
15.2598 34.9947
15.4608 50.4719
15.4979 75.525
15.5609 4.77131
15.5857 51.1186
15.6787 17.4081
15.7132 64.9576
15.7206 82.4899
16.1733 60.0165
16.4902 82.6425
16.5209 17.4386
17.1461 76.9918
17.2623 17.4654
17.2971 17.4667
17.4283 14.1238
17.4637 88.7688
17.5914 88.6891
18.4176 15.4779
18.4339 79.6107
18.4777 88.678
18.5322 19.1273
18.6234 14.7137
18.6668 88.0175
18.8268 26.4726
18.9841 83.1371
19.0084 84.2604
19.059 20.3518
19.06 86.6441
19.0814 20.6054
19.0841 87.7569
19.0861 87.8475
19.0944 20.3924
19.0956 20.3735
19.1509 19.4657
19.1634 12.7086
19.1833 27.8951
19.21 87.6783
19.24 18.0034
19.2683 17.538
19.3187 16.7115
19.3232 20.655
19.3262 90.7685
19.696 20.7314
19.7037 62.2838
19.9367 17.5622
19.9403 17.5623
19.9539 17.5809
19.9631 77.7392
20.1037 9.21736
20.261 84.4488
20.269 84.5471
20.3019 84.455
20.31 60.5198
20.3933 86.0628
20.4816 70.2412
20.5713 70.2478
20.5942 88.5127
20.6311 70.3336
20.6538 83.4681
20.8936 18.8672
21.0174 36.4017
21.1946 20.5836
21.1963 35.9309
21.3383 19.4759
21.3529 19.1072
21.3787 48.4925
21.382 19.1389
21.384 19.1234
21.445 84.627
21.4628 69.2005
21.5861 68.4922
21.6171 36.1546
21.9274 42.9625
21.9976 51.3801
22.1305 6.44475
22.1391 60.3088
22.3152 42.5995
22.4409 42.4818
22.4778 42.6291
22.8632 16.406
22.8864 16.5614
23.0101 16.6894
23.057 61.774
23.0707 53.8027
23.6641 50.8768
23.9308 37.3847
24.0909 2.8041
24.2088 13.1154
24.2265 22.2421
24.3071 35.4398
24.3237 63.1153
24.3897 35.0126
24.5479 55.7316
24.6111 50.5908
24.9397 60.1381
25.1902 75.8709
25.1964 55.7624
25.6622 11.5288
25.7378 44.9981
25.9362 7.38134
25.9536 13.316
26.2184 49.0647
26.5959 49.1094
26.5978 9.02229
26.6068 48.72
27.0592 25.9574
27.3492 54.7134
27.4693 54.9944
27.5456 13.4991
27.5553 55.8746
27.6636 55.4485
27.7388 54.9588
27.7812 54.9855
27.7897 54.952
27.8518 55.8887
28.4074 36.8341
28.4476 39.301
28.6095 89.1105
28.8861 36.0342
29.47 35.8342
29.5917 34.8552
29.6739 15.0524
29.6937 38.0823
29.9636 25.1482
30.0058 91.5726
30.2916 22.718
30.3011 8.59686
30.3614 14.1984
30.4498 36.1607
30.4612 28.0179
30.4817 36.0797
30.6049 36.1096
31.1721 88.7278
31.4548 62.4122
31.486 80.4159
31.5217 88.6537
31.7243 87.3809
32.0554 29.9543
32.1744 84.5533
32.2033 35.5827
32.9004 36.6667
32.997 36.4771
33.0948 15.775
33.238 36.7486
33.3656 32.9126
33.6096 13.8007
33.8665 79.675
33.9224 80.1553
33.9383 14.4662
34.0388 34.4327
34.1413 82.0388
34.1493 34.6823
34.1876 34.1408
34.214 18.2323
34.3576 36.6449
34.3985 37.0303
34.8071 23.6652
34.8393 15.0908
34.9947 74.4768
35.1786 16.9769
35.3103 22.9115
35.7661 55.6792
35.7672 78.5673
35.8103 79.9534
35.871 54.0797
36.0305 3.56602
36.0914 9.6689
36.2065 2.72984
36.5391 8.16964
36.6974 61.0268
36.8765 74.8026
36.8855 3.96365
36.9135 18.5203
37.4518 4.22704
37.5191 66.3156
37.9751 28.3848
38.0095 49.595
38.2708 62.6143
